2025-05-09 06:01:25,468 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x155595c90>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/batch/logger/experiment/metric
2025-05-09 06:01:29,477 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x157337fd0>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/batch/logger/experiment/metric
2025-05-09 06:01:37,487 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x1572f7310>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/batch/logger/experiment/metric
2025-05-09 06:01:37,504 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x1555f1410>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/rest/v2/write/experiment/output
2025-05-09 06:01:41,507 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x1555f1b10>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/rest/v2/write/experiment/output
2025-05-09 06:01:49,514 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x15558a190>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/rest/v2/write/experiment/output
2025-05-09 06:01:49,528 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x1557f6810>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/batch/logger/experiment/metric
2025-05-09 06:16:55,660 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x157359210>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/batch/logger/experiment/metric
2025-05-09 06:17:03,675 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x155515f90>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/batch/logger/experiment/metric
2025-05-09 06:17:03,698 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x157358090>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/rest/v2/write/experiment/output
2025-05-09 06:33:39,252 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x155514c50>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/rest/v2/write/experiment/output
